,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER,MAGNET,ALTERNATIVE,lat,lng
535,2001,115115,ST. LOUIS CITY,3210,HUMBOLDT MIDDLE,404,389.0,362,93.1,,,*,*,320,79.21,24,5.94,*,*,*,*,,,54,13.37,*,*,*,*,*,*,,2516 S. 9th St.,,St. Louis,631040000,,,,,,,,,,,,,,,115-115-3210,False,True,False,38.60140399942239,-90.20762598617357
536,2002,115115,ST. LOUIS CITY,3210,HUMBOLDT MIDDLE,375,386.0,372,96.4,,,*,*,306,81.6,18,4.8,*,*,*,*,,,45,12,*,*,*,*,*,*,,2516 S. 9th St.,,St. Louis,631040000,,,,,,,,,,,,,,,115-115-3210,False,True,False,38.60140399942239,-90.20762598617357
537,2003,115115,ST. LOUIS CITY,3210,HUMBOLDT MIDDLE,421,403.0,384,95.3,,,*,*,369,87.65,11,2.61,*,*,*,*,,,36,8.55,*,*,*,*,*,*,,2516 S. 9th St.,,St. Louis,631040000,,,,,,,,,,,,,,,115-115-3210,False,True,False,38.60140399942239,-90.20762598617357
538,2004,115115,ST. LOUIS CITY,3210,HUMBOLDT MIDDLE,374,375.0,*,*,,,*,*,345,92.25,*,*,*,*,*,*,,,24,6.42,*,*,*,*,*,*,,2516 S. 9th St.,,St. Louis,631040000,,,,,,,,,,,,,,,115-115-3210,False,True,False,38.60140399942239,-90.20762598617357
539,2005,115115,ST. LOUIS CITY,3210,HUMBOLDT MIDDLE,395,383.0,349,91.1,,,*,*,378,95.7,*,*,*,*,*,*,,,15,3.8,*,*,*,*,*,*,,2516 S. 9th St.,,St. Louis,631040000,,,,,,,,,,,,,,,115-115-3210,False,True,False,38.60140399942239,-90.20762598617357
540,2006,115115,ST. LOUIS CITY,3210,HUMBOLDT MIDDLE,315,313.0,279,,,,*,*,298,94.6,*,*,*,*,*,*,,,13,4.13,*,*,*,*,91,28.89,89.1,2516 S. 9th St.,,St. Louis,631040000,,,,,,,,,,,,,,,115-115-3210,False,True,False,38.60140399942239,-90.20762598617357
541,2007,115115,ST. LOUIS CITY,3210,HUMBOLDT MIDDLE,247,226.0,215,,,,*,*,235,95.14,*,*,*,*,*,*,,,8,3.24,*,*,*,*,68,27.53,95.1,2516 S. 9th St.,,St. Louis,631040000,,,,,,,,,,,,,,,115-115-3210,False,True,False,38.60140399942239,-90.20762598617357
542,2000,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,642,660.0,453,68.6,,,*,*,390,60.75,*,*,*,*,*,*,,,233,36.29,*,*,*,*,*,*,,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
543,2001,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,657,651.0,468,71.9,,,*,*,419,63.77,8,1.22,*,*,*,*,,,204,31.05,*,*,*,*,*,*,,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
544,2002,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,631,623.0,490,78.7,,,*,*,414,65.61,9,1.43,*,*,*,*,,,173,27.42,*,*,*,*,*,*,,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
545,2003,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,663,662.0,539,81.4,,,*,*,425,64.1,22,3.32,*,*,*,*,,,168,25.34,*,*,*,*,*,*,,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
546,2004,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,649,650.0,548,84.3,,,*,*,419,64.56,16,2.47,*,*,*,*,,,155,23.88,*,*,*,*,*,*,,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
547,2005,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,572,566.0,285,50.4,,,*,*,359,62.76,14,2.45,7,1.22,*,*,,,136,23.78,*,*,*,*,*,*,,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
548,2006,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,479,458.0,371,,,,*,*,313,65.34,14,2.92,*,*,*,*,,,113,23.59,*,*,*,*,90,18.79,81,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
549,2008,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,375,372.0,261,,,,27,7.2,268,71.47,19,5.07,*,*,*,*,,,61,16.27,*,*,*,*,66,17.6,70.2,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
550,2009,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,426,413.0,303,,,,27,6.34,311,73,16,3.76,*,*,*,*,,,71,16.67,*,*,*,*,79,18.54,73.4,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
551,2010,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,437,436.0,388,,,,22,5.03,340,77.8,15,3.43,*,*,*,*,,,56,12.81,22,5.03,*,*,72,16.48,89,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
552,2011,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,464,462.0,406,,18,3.88,,,380,81.9,15,3.23,*,*,*,*,*,*,48,10.34,23,4.96,*,*,66,14.22,87.9,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
553,2012,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,481,458.0,415,,20,4.16,,,392,81.5,24,4.99,*,*,*,*,*,*,41,8.52,32,6.65,*,*,77,16.01,90.6,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
554,2013,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,569,546.0,499,,23,4.04,,,474,83.3,27,4.75,*,*,*,*,*,*,43,7.56,43,7.56,*,*,88,15.47,91.4,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
555,2014,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,592,588.0,541,,22,3.72,,,520,87.84,15,2.53,*,*,*,*,*,*,31,5.24,36,6.08,*,*,87,14.7,92,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
556,2015,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,559,555.0,*,,28,5.01,,,503,89.98,11,1.97,*,*,*,*,*,*,16,2.86,32,5.72,*,*,87,15.56,*,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
557,2016,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,564,539.0,*,,33,5.85,,,504,89.36,12,2.13,*,*,*,*,*,*,13,2.3,52,9.22,*,*,90,15.96,*,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
558,2017,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,513,481.0,*,,23,4.48,,,459,89.47,18,3.51,*,*,*,*,*,*,12,2.34,58,11.31,*,*,88,17.15,*,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
559,2018,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,535,507.0,*,,17,3.18,,,486,90.84,16,2.99,*,*,*,*,*,*,15,2.8,54,10.09,*,*,93,17.38,*,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
560,2019,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,508,483.0,*,,*,*,,,471,92.72,14,2.76,*,*,*,*,*,*,17,3.35,42,8.27,*,*,76,14.96,*,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
561,2020,115115,ST. LOUIS CITY,3230,GATEWAY MIDDLE,546,541.0,*,,*,*,,,520,95.24,9,1.65,*,*,*,*,*,*,13,2.38,52,9.52,*,*,101,18.5,*,1200 N Jefferson Avenue,,St. Louis ,631062131,3142412295.0,3142417698.0,6,8,46.0,528.0,0.0,528.0, ,Y, , , , ,115-115-3230,False,True,False,38.641128981784505,-90.21030601589489
562,2000,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,413,408.0,*,*,,,*,*,412,99.76,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
563,2001,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,394,394.0,386,98,,,*,*,394,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
564,2002,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,394,380.0,*,*,,,*,*,394,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
565,2003,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,429,405.0,*,*,,,*,*,429,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
566,2004,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,419,427.0,*,*,,,*,*,419,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
567,2005,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,473,469.0,446,95.1,,,*,*,473,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
568,2006,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,436,428.0,379,,,,*,*,436,100,*,*,*,*,*,*,,,*,*,*,*,*,*,87,19.95,88.6,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
569,2007,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,322,319.0,298,,,,*,*,322,100,*,*,*,*,*,*,,,*,*,*,*,*,*,60,18.63,93.4,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
570,2008,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,311,287.0,249,,,,*,*,310,99.68,*,*,*,*,*,*,,,*,*,*,*,*,*,61,19.61,86.8,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
571,2009,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,310,305.0,258,,,,*,*,308,99.35,*,*,*,*,*,*,,,*,*,*,*,*,*,61,19.68,84.6,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
572,2010,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,348,336.0,309,,,,*,*,344,98.85,*,*,*,*,*,*,,,*,*,5,1.44,*,*,70,20.11,92,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
573,2011,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,299,323.43,309,,*,*,,,293,97.99,*,*,*,*,*,*,*,*,5,1.67,5,1.67,*,*,68,22.74,95.5,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
574,2012,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,298,324.0,308,,*,*,,,290,97.32,*,*,*,*,*,*,*,*,*,*,9,3.02,*,*,70,23.49,95.1,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
575,2013,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,304,320.0,308,,*,*,,,300,98.68,*,*,*,*,*,*,*,*,*,*,9,2.96,*,*,68,22.37,96.3,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
576,2014,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,278,305.0,292,,*,*,,,274,98.56,*,*,*,*,*,*,*,*,*,*,*,*,*,*,63,22.66,95.7,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
577,2015,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,282,303.0,*,,*,*,,,276,97.87,*,*,*,*,*,*,*,*,*,*,7,2.48,*,*,62,21.99,*,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
578,2016,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,228,251.0,*,,*,*,,,228,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,63,27.63,*,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
579,2017,115115,ST. LOUIS CITY,3240,LANGSTON MIDDLE,182,205.0,*,,*,*,,,181,99.45,*,*,*,*,*,*,*,*,*,*,*,*,*,*,49,26.92,*,5511 Wabada Ave,,St. Louis,63112,,,,,,,,,,,,,,,115-115-3240,False,False,False,38.67311901816777,-90.27077700489703
580,2013,115115,ST. LOUIS CITY,3250,ACAD OF ENVT SCI/MATH MIDDLE,409,395.0,379,,*,*,,,405,99.02,*,*,*,*,*,*,*,*,*,*,*,*,*,*,34,8.31,95.9,1008 S Spring Ave,,St. Louis ,63110,3149321465.0,,6,8,26.0,262.0,0.0,262.0, ,Y, , , , ,115-115-3250,False,False,False,38.626194986806354,-90.24028196476414
581,2014,115115,ST. LOUIS CITY,3250,ACAD OF ENVT SCI/MATH MIDDLE,306,279.0,270,,*,*,,,304,99.35,*,*,*,*,*,*,*,*,*,*,*,*,*,*,38,12.42,96.8,1008 S Spring Ave,,St. Louis ,63110,3149321465.0,,6,8,26.0,262.0,0.0,262.0, ,Y, , , , ,115-115-3250,False,False,False,38.626194986806354,-90.24028196476414
582,2015,115115,ST. LOUIS CITY,3250,ACAD OF ENVT SCI/MATH MIDDLE,282,262.0,*,,*,*,,,275,97.52,*,*,*,*,*,*,*,*,6,2.13,*,*,*,*,31,10.99,*,1008 S Spring Ave,,St. Louis ,63110,3149321465.0,,6,8,26.0,262.0,0.0,262.0, ,Y, , , , ,115-115-3250,False,False,False,38.626194986806354,-90.24028196476414
583,2016,115115,ST. LOUIS CITY,3250,ACAD OF ENVT SCI/MATH MIDDLE,216,212.0,*,,*,*,,,208,96.3,*,*,*,*,*,*,*,*,7,3.24,*,*,*,*,28,12.96,*,3021 Hickey St.,,St. Louis ,631040000,3149321465.0,,6,8,26.0,262.0,0.0,262.0, ,Y, , , , ,115-115-3250,False,False,False,38.61191500000007,-90.20424999999994
584,2017,115115,ST. LOUIS CITY,3250,ACAD OF ENVT SCI/MATH MIDDLE,180,190.0,*,,*,*,,,173,96.11,*,*,*,*,*,*,*,*,5,2.78,*,*,*,*,31,17.22,*,3021 Hickey St.,,St. Louis ,631040000,3149321465.0,,6,8,26.0,262.0,0.0,262.0, ,Y, , , , ,115-115-3250,False,False,False,38.61191500000007,-90.20424999999994
585,2018,115115,ST. LOUIS CITY,3250,ACAD OF ENVT SCI/MATH MIDDLE,286,271.0,*,,*,*,,,268,93.71,*,*,*,*,*,*,*,*,11,3.85,12,4.2,*,*,36,12.59,*,3021 Hickey St.,,St. Louis ,631040000,3149321465.0,,6,8,26.0,262.0,0.0,262.0, ,Y, , , , ,115-115-3250,False,False,False,38.61191500000007,-90.20424999999994
586,2019,115115,ST. LOUIS CITY,3250,ACAD OF ENTRE STDY@LOUVERTURE,317,301.0,*,,5,1.58,,,299,94.32,*,*,*,*,*,*,*,*,8,2.52,15,4.73,*,*,36,11.36,*,3021 Hickey St.,,St. Louis ,631040000,3149321465.0,,6,8,26.0,262.0,0.0,262.0, ,Y, , , , ,115-115-3250,False,False,False,38.61191500000007,-90.20424999999994
587,2020,115115,ST. LOUIS CITY,3250,ACAD OF ENTRE STDY@LOUVERTURE,348,333.0,*,,*,*,,,338,97.13,*,*,*,*,*,*,*,*,5,1.44,6,1.72,*,*,58,16.67,*,3021 Hickey St.,,St. Louis ,631040000,3149321465.0,,6,8,26.0,262.0,0.0,262.0, ,Y, , , , ,115-115-3250,False,False,False,38.61191500000007,-90.20424999999994
588,2000,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,588,566.0,533,94.2,,,*,*,294,50,14,2.38,*,*,*,*,,,259,44.05,*,*,*,*,*,*,,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
589,2001,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,521,551.0,497,90.2,,,*,*,255,48.94,14,2.69,*,*,*,*,,,245,47.02,*,*,*,*,*,*,,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
590,2002,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,555,562.0,*,*,,,*,*,229,41.26,*,*,*,*,*,*,,,310,55.86,*,*,*,*,*,*,,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
591,2003,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,465,454.0,*,*,,,*,*,227,48.82,*,*,*,*,*,*,,,230,49.46,*,*,*,*,*,*,,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
592,2004,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,514,498.0,486,97.6,,,*,*,195,37.94,8,1.56,*,*,*,*,,,305,59.34,*,*,*,*,*,*,,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
593,2005,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,528,553.0,469,84.8,,,*,*,244,46.21,13,2.46,*,*,*,*,,,263,49.81,*,*,*,*,*,*,,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
594,2006,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,426,410.0,341,,,,*,*,189,44.37,16,3.76,*,*,*,*,,,215,50.47,*,*,*,*,75,17.61,83.2,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
595,2007,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,380,402.0,342,,,,*,*,138,36.32,34,8.95,*,*,*,*,,,191,50.26,*,*,*,*,58,15.26,85.1,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
596,2008,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,294,313.0,253,,,,15,5.1,96,32.65,34,11.56,*,*,*,*,,,149,50.68,*,*,*,*,59,20.07,80.8,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
597,2009,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,315,333.0,207,,,,18,5.71,121,38.41,30,9.52,*,*,*,*,,,146,46.35,*,*,*,*,70,22.22,62.2,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
598,2010,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,336,347.0,308,,,,24,7.14,132,39.29,36,10.71,*,*,*,*,,,144,42.86,105,31.25,*,*,78,23.21,88.8,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
599,2011,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,318,335.0,288,,26,8.18,,,129,40.57,30,9.43,*,*,*,*,*,*,133,41.82,99,31.13,*,*,82,25.79,86,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
600,2012,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,275,301.0,285,,27,9.82,,,117,42.55,19,6.91,*,*,*,*,*,*,112,40.73,90,32.73,*,*,67,24.36,94.7,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
601,2013,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,258,272.0,252,,25,9.69,,,121,46.9,18,6.98,*,*,*,*,*,*,94,36.43,74,28.68,*,*,59,22.87,92.6,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
602,2014,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,245,273.0,246,,28,11.43,,,101,41.22,19,7.76,*,*,*,*,*,*,97,39.59,69,28.16,*,*,53,21.63,90.1,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
603,2015,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,239,241.0,*,,33,13.81,,,111,46.44,25,10.46,*,*,*,*,*,*,70,29.29,71,29.71,*,*,47,19.67,*,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
604,2016,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,210,218.0,*,,23,10.95,,,118,56.19,17,8.1,*,*,*,*,*,*,52,24.76,46,21.9,*,*,49,23.33,*,5028 Morganford Road,,St. Louis ,631162311,3144813440.0,3144817329.0,6,8,25.0,231.0,0.0,231.0, ,Y, , , , ,115-115-3260,False,False,False,38.58006501504224,-90.2666660166656
