,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,CTYDIST,DNAME,SCHNUM,Textbox285,SCHNAME,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,PRINLN,PRINFN,PRINMI,PRINSAL,PRINYREX,PRINTITL,SCHEMAIL,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,DCOUNTY,DSUPAREA,HouseDistricts,SenateDistricts,CongressionalDistricts,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER
428,2010,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,239,240.0,211,,,,*,*,238,99.58,*,*,*,*,*,*,,,*,*,*,*,*,*,40,16.74,87.9,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
429,2011,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,267,299.0,278,,*,*,,,266,99.63,*,*,*,*,*,*,*,*,*,*,*,*,*,*,71,26.59,93,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
430,2012,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,354,379.0,361,,*,*,,,352,99.44,*,*,*,*,*,*,*,*,*,*,*,*,*,*,104,29.38,95.3,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
431,2013,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,391,418.0,401,,*,*,,,388,99.23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,102,26.09,95.9,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
432,2014,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,421,430.0,407,,*,*,,,420,99.76,*,*,*,*,*,*,*,*,*,*,*,*,*,*,94,22.33,94.7,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
433,2015,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,358,396.0,*,,*,*,,,356,99.44,*,*,*,*,*,*,*,*,*,*,5,1.4,*,*,84,23.46,*,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
434,2016,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,350,368.0,*,,*,*,,,345,98.57,*,*,*,*,*,*,*,*,*,*,*,*,*,*,80,22.86,*,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
435,2017,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,308,341.0,*,,*,*,,,300,97.4,*,*,*,*,*,*,*,*,7,2.27,*,*,*,*,72,23.38,*,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
436,2018,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,301,376.0,*,,*,*,,,298,99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,85,28.24,*,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
437,2019,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,390,398.0,*,,*,*,,,386,98.97,*,*,*,*,*,*,*,*,*,*,*,*,*,*,97,24.87,*,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
438,2020,115115,ST. LOUIS CITY,2080,YEATMAN-LIDDELL MIDDLE SCHOOL,S,SCHOOLWIDE,331,386.0,*,,*,*,,,324,97.89,*,*,*,*,*,*,*,*,7,2.11,*,*,*,*,88,26.59,*,115115.0,St. Louis City ,2080.0,Building List,Yeatman-Liddell Middle School ,4265 Athlone Avenue,,St. Louis ,631153008.0,3142618132.0,3143894613.0,6,8,Clatto ,Chip ,,Dr.,17.0,Prin. ,Chip.Clatto@slps.org,23.0,393.0,0.0,393.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", , ,Y, , , ,115-115-2080,False
439,2001,115115,ST. LOUIS CITY,3011,DES PERES MIDDLE,, ,0,0.0,*,*,,,*,*,*,*,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3011,False
440,2002,115115,ST. LOUIS CITY,3011,DES PERES MIDDLE,, ,25,45.0,*,*,,,*,*,22,88,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3011,False
441,2003,115115,ST. LOUIS CITY,3011,DES PERES MIDDLE,, ,34,83.0,78,94,,,*,*,28,82.35,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3011,False
442,2000,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,, ,346,353.0,345,97.7,,,*,*,346,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
443,2001,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,373,368.0,362,98.4,,,*,*,373,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
444,2002,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,389,400.0,395,98.8,,,*,*,388,99.74,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
445,2003,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,434,440.0,429,97.5,,,*,*,434,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
446,2004,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,T,TARGETED,481,479.0,468,97.7,,,*,*,480,99.79,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
447,2005,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,426,444.0,434,97.7,,,*,*,426,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
448,2006,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,330,319.0,287,,,,*,*,330,100,*,*,*,*,*,*,,,*,*,*,*,*,*,74,22.42,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
449,2007,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,205,199.0,185,,,,*,*,205,100,*,*,*,*,*,*,,,*,*,*,*,*,*,45,21.95,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
450,2008,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,236,244.0,219,,,,*,*,236,100,*,*,*,*,*,*,,,*,*,*,*,*,*,54,22.88,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
451,2009,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,S,SCHOOLWIDE,167,177.0,130,,,,*,*,167,100,*,*,*,*,*,*,,,*,*,*,*,*,*,42,25.15,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
452,2010,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,, ,0,0.0,*,,,,*,*,*,*,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
453,2011,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,, ,0,0.0,*,,*,*,,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
454,2012,115115,ST. LOUIS CITY,3020,BLEWETT MIDDLE,, ,0,0.0,*,,*,*,,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3020,False
455,2000,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,467,453.0,411,90.7,,,*,*,267,57.17,14,3,*,*,*,*,,,176,37.69,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3040,False
456,2001,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,455,458.0,426,93,,,*,*,281,61.76,10,2.2,*,*,*,*,,,154,33.85,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3040,False
457,2002,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,450,443.0,413,93.2,,,*,*,296,65.78,11,2.44,*,*,*,*,,,137,30.44,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3040,False
458,2003,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,409,396.0,366,92.4,,,*,*,298,72.86,12,2.93,*,*,*,*,,,88,21.52,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3040,False
459,2004,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,304,310.0,286,92.3,,,*,*,221,72.7,10,3.29,*,*,*,*,,,66,21.71,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3040,False
460,2005,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,234,236.0,215,91.1,,,*,*,193,82.48,*,*,*,*,*,*,,,38,16.24,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3040,False
461,2006,115115,ST. LOUIS CITY,3040,BLOW MIDDLE COMMUNITY ED. CTR.,, ,277,283.0,257,,,,*,*,230,83.03,*,*,*,*,*,*,,,40,14.44,*,*,*,*,81,29.24,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3040,False
462,2008,115115,ST. LOUIS CITY,3040,BLOW MIDDLE,T,TARGETED,202,225.0,164,,,,6,2.97,158,78.22,11,5.45,*,*,*,*,,,27,13.37,*,*,*,*,55,27.23,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115-115-3040,False
463,2000,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,311,308.0,212,68.8,,,*,*,187,60.13,7,2.25,*,*,*,*,,,117,37.62,*,*,*,*,*,*,,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
464,2001,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,317,307.0,235,76.5,,,*,*,188,59.31,*,*,*,*,*,*,,,127,40.06,*,*,*,*,*,*,,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
465,2002,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,303,298.0,233,78.2,,,*,*,181,59.74,*,*,*,*,*,*,,,116,38.28,*,*,*,*,*,*,,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
466,2003,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,296,302.0,222,73.5,,,*,*,177,59.8,*,*,*,*,*,*,,,113,38.18,*,*,*,*,*,*,,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
467,2004,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,297,310.0,224,72.3,,,*,*,168,56.57,*,*,*,*,*,*,,,125,42.09,*,*,*,*,*,*,,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
468,2005,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,308,296.0,236,79.7,,,*,*,176,57.14,*,*,*,*,*,*,,,126,40.91,*,*,*,*,*,*,,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
469,2006,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,261,246.0,180,,,,*,*,158,60.54,*,*,*,*,*,*,,,98,37.55,*,*,*,*,32,12.26,73.2,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
470,2007,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,256,253.0,185,,,,*,*,163,63.67,*,*,*,*,*,*,,,87,33.98,*,*,*,*,39,15.23,73.1,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
471,2008,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,238,233.0,155,,,,*,*,134,56.3,9,3.78,*,*,*,*,,,93,39.08,*,*,*,*,30,12.61,66.5,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
472,2009,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,277,261.0,174,,,,*,*,154,55.6,9,3.25,*,*,*,*,,,110,39.71,*,*,*,*,42,15.16,66.7,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
473,2010,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,266,261.0,214,,,,7,2.63,124,46.62,11,4.14,*,*,*,*,,,124,46.62,46,17.29,*,*,35,13.16,82,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
474,2011,115115,ST. LOUIS CITY,3050,BUSCH/ACADEMIC-ATHLETIC ACAD.,S,SCHOOLWIDE,307,301.0,252,,11,3.58,,,151,49.19,12,3.91,*,*,*,*,*,*,133,43.32,38,12.38,*,*,39,12.7,83.7,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
475,2012,115115,ST. LOUIS CITY,3050,BUSCH MS CHARACTER & ATHLETICS,S,SCHOOLWIDE,346,331.0,276,,10,2.89,,,155,44.8,28,8.09,*,*,*,*,*,*,152,43.93,46,13.29,*,*,44,12.72,83.4,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
476,2013,115115,ST. LOUIS CITY,3050,BUSCH MS CHARACTER & ATHLETICS,S,SCHOOLWIDE,353,345.0,288,,12,3.4,,,146,41.36,32,9.07,*,*,*,*,*,*,162,45.89,57,16.15,*,*,36,10.2,83.5,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
477,2014,115115,ST. LOUIS CITY,3050,BUSCH MS CHARACTER & ATHLETICS,S,SCHOOLWIDE,330,318.0,266,,16,4.85,,,128,38.79,30,9.09,*,*,*,*,*,*,154,46.67,55,16.67,*,*,48,14.55,83.6,115115.0,St. Louis City ,3050.0,Building List,Busch Ms Character & Athletics ,5910 Clifton Avenue,,St. Louis ,631093407.0,3143521043.0,3143523685.0,6,8,Lescher ,Robert ,E,Mr.,23.0,Prin. ,ROBERT.LESCHER@SLPS.ORG,32.0,419.0,0.0,419.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02", ,Y, , , , ,115-115-3050,False
